episode,episode_steps,episode_reward,max_tile,total_step
881,648,6900.0,512,308011
882,477,5488.0,512,308488
883,275,1600.0,128,308763
884,421,5208.0,512,309184
885,131,1064.0,128,309315
886,480,5504.0,512,309795
887,244,2632.0,256,310039
888,389,5184.0,512,310428
889,283,3208.0,256,310711
890,325,2860.0,256,311036
891,467,3252.0,256,311503
892,147,1276.0,128,311650
893,624,6796.0,512,312274
894,252,2416.0,128,312526
895,411,5360.0,512,312937
896,592,6956.0,512,313529
897,415,5280.0,512,313944
898,364,3456.0,256,314308
899,601,4768.0,512,314909
900,359,2908.0,256,315268
901,133,1304.0,128,315401
902,231,2324.0,256,315632
903,284,3096.0,256,315916
904,374,4856.0,512,316290
905,388,2580.0,256,316678
906,540,7080.0,512,317218
907,303,3228.0,256,317521
908,302,2772.0,256,317823
909,429,4808.0,256,318252
910,355,3040.0,256,318607
911,312,2100.0,128,318919
912,403,4708.0,512,319322
913,415,6040.0,512,319737
914,582,7748.0,512,320319
915,439,5012.0,512,320758
916,318,4576.0,512,321076
917,149,1296.0,128,321225
918,353,1728.0,128,321578
919,249,2612.0,256,321827
920,555,6396.0,512,322382
921,362,4996.0,512,322744
922,509,2660.0,256,323253
923,295,1380.0,128,323548
924,353,2572.0,256,323901
925,443,5360.0,512,324344
926,325,3548.0,256,324669
927,866,12008.0,1024,325535
928,168,1444.0,128,325703
929,533,6628.0,512,326236
930,314,3184.0,256,326550
931,488,6356.0,512,327038
932,290,3376.0,256,327328
933,166,1564.0,128,327494
934,396,5416.0,512,327890
935,279,3160.0,256,328169
936,291,2868.0,256,328460
937,928,9856.0,1024,329388
938,638,6352.0,512,330026
939,269,3056.0,256,330295
940,337,3348.0,256,330632
941,703,6424.0,512,331335
942,312,3048.0,256,331647
943,200,1784.0,128,331847
944,689,6404.0,512,332536
945,172,1608.0,128,332708
946,431,4992.0,512,333139
947,265,2976.0,256,333404
948,372,4680.0,512,333776
949,168,1664.0,128,333944
950,306,4388.0,512,334250
951,306,3092.0,256,334556
952,257,3072.0,256,334813
953,344,3200.0,256,335157
954,475,5816.0,512,335632
955,382,3076.0,256,336014
956,508,5396.0,512,336522
957,366,4588.0,512,336888
958,555,6432.0,512,337443
959,289,3200.0,256,337732
960,119,1072.0,128,337851
961,437,5364.0,512,338288
962,290,3060.0,256,338578
963,264,3108.0,256,338842
964,154,1520.0,128,338996
965,190,2076.0,256,339186
966,562,6204.0,512,339748
967,472,5304.0,512,340220
968,336,3480.0,256,340556
969,403,4888.0,512,340959
970,420,4864.0,512,341379
971,215,2136.0,256,341594
972,286,3328.0,256,341880
973,418,5560.0,512,342298
974,304,2616.0,256,342602
975,665,5664.0,512,343267
976,228,1492.0,128,343495
977,561,6356.0,512,344056
978,386,5332.0,512,344442
979,297,3136.0,256,344739
980,360,3124.0,256,345099
981,137,1312.0,128,345236
982,494,5036.0,512,345730
983,431,5304.0,512,346161
984,534,6304.0,512,346695
985,322,3136.0,256,347017
986,639,6896.0,512,347656
987,280,3488.0,256,347936
988,337,4240.0,512,348273
989,287,3072.0,256,348560
990,358,3396.0,256,348918
991,385,5396.0,512,349303
992,293,2448.0,256,349596
993,509,6044.0,512,350105
994,287,3120.0,256,350392
995,514,6728.0,512,350906
996,273,3236.0,256,351179
997,167,1464.0,128,351346
998,247,2944.0,256,351593
999,281,3404.0,256,351874
1000,305,3176.0,256,352179
1001,375,4852.0,512,352554
1002,221,2332.0,256,352775
1003,542,6436.0,512,353317
1004,357,3172.0,256,353674
1005,151,1340.0,128,353825
1006,485,4796.0,256,354310
1007,475,4944.0,512,354785
1008,442,6056.0,512,355227
1009,320,2832.0,256,355547
1010,502,3432.0,256,356049
1011,586,6100.0,512,356635
1012,497,5488.0,512,357132
1013,478,6288.0,512,357610
1014,559,5060.0,512,358169
1015,667,5460.0,512,358836
1016,832,7760.0,512,359668
1017,269,2104.0,128,359937
1018,554,7084.0,512,360491
1019,496,3380.0,256,360987
1020,493,5392.0,512,361480
1021,420,5372.0,512,361900
1022,249,2968.0,256,362149
1023,520,6216.0,512,362669
1024,253,2620.0,256,362922
1025,153,1468.0,128,363075
1026,593,6384.0,512,363668
1027,325,3376.0,256,363993
1028,328,3232.0,256,364321
1029,445,5428.0,512,364766
1030,430,4924.0,512,365196
1031,255,2828.0,256,365451
1032,357,2640.0,256,365808
1033,341,3060.0,256,366149
1034,162,1484.0,128,366311
1035,230,1488.0,128,366541
1036,444,5444.0,512,366985
1037,345,3448.0,256,367330
1038,478,6028.0,512,367808
1039,527,6400.0,512,368335
1040,189,2000.0,256,368524
1041,378,5360.0,512,368902
1042,308,3108.0,256,369210
1043,176,1776.0,128,369386
1044,337,1604.0,128,369723
1045,447,4912.0,512,370170
1046,408,5300.0,512,370578
1047,253,2464.0,256,370831
1048,469,6308.0,512,371300
1049,410,4576.0,256,371710
1050,377,3484.0,256,372087
1051,141,1332.0,128,372228
1052,348,4584.0,512,372576
1053,314,3132.0,256,372890
1054,375,4928.0,512,373265
1055,410,3196.0,256,373675
1056,508,6300.0,512,374183
1057,115,716.0,64,374298
1058,296,3060.0,256,374594
1059,148,1316.0,128,374742
1060,390,5280.0,512,375132
1061,383,5272.0,512,375515
1062,418,5320.0,512,375933
1063,474,4788.0,256,376407
1064,513,6948.0,512,376920
1065,310,3112.0,256,377230
1066,109,716.0,64,377339
1067,384,3080.0,256,377723
1068,301,2936.0,256,378024
1069,673,6992.0,512,378697
1070,518,5680.0,512,379215
1071,199,1356.0,128,379414
1072,310,2968.0,256,379724
1073,338,3336.0,256,380062
1074,318,2344.0,256,380380
1075,456,5448.0,512,380836
1076,577,6008.0,512,381413
1077,409,5480.0,512,381822
1078,620,6888.0,512,382442
1079,597,6256.0,512,383039
1080,371,3332.0,256,383410
1081,821,11100.0,1024,384231
1082,275,3192.0,256,384506
1083,206,1376.0,128,384712
1084,406,5392.0,512,385118
1085,338,3612.0,256,385456
1086,378,3316.0,256,385834
1087,173,1560.0,128,386007
1088,176,1380.0,128,386183
1089,366,3096.0,256,386549
1090,407,5188.0,512,386956
1091,467,4140.0,256,387423
1092,401,3372.0,256,387824
1093,320,3756.0,256,388144
1094,185,1704.0,128,388329
1095,511,6300.0,512,388840
1096,332,3092.0,256,389172
1097,365,3128.0,256,389537
1098,301,2644.0,256,389838
1099,471,6252.0,512,390309
1100,401,5112.0,512,390710
1101,480,4308.0,256,391190
1102,498,5508.0,512,391688
1103,193,1884.0,128,391881
1104,648,6960.0,512,392529
1105,229,1328.0,128,392758
1106,216,2044.0,128,392974
1107,210,1552.0,128,393184
1108,303,3100.0,256,393487
1109,199,2316.0,256,393686
1110,647,5428.0,512,394333
1111,975,7220.0,512,395308
1112,219,2404.0,256,395527
1113,346,3728.0,256,395873
1114,699,7044.0,512,396572
1115,466,5656.0,512,397038
1116,579,7120.0,512,397617
1117,169,1372.0,128,397786
1118,335,2468.0,256,398121
1119,326,3808.0,256,398447
1120,287,2344.0,256,398734
1121,644,7704.0,512,399378
1122,534,6580.0,512,399912
1123,715,7352.0,512,400627
1124,360,3124.0,256,400987
1125,182,1836.0,128,401169
1126,307,3060.0,256,401476
1127,296,3092.0,256,401772
1128,342,3760.0,256,402114
1129,320,2324.0,256,402434
1130,305,3468.0,256,402739
1131,284,3132.0,256,403023
1132,664,7064.0,512,403687
1133,237,2776.0,256,403924
1134,300,3084.0,256,404224
1135,345,5052.0,512,404569
1136,153,1184.0,128,404722
1137,609,5424.0,512,405331
1138,762,7364.0,512,406093
1139,448,4164.0,256,406541
1140,309,3120.0,256,406850
1141,551,5252.0,256,407401
1142,455,5068.0,512,407856
1143,462,5280.0,512,408318
1144,277,3092.0,256,408595
1145,280,3028.0,256,408875
1146,283,1992.0,128,409158
1147,436,5560.0,256,409594
1148,349,4072.0,256,409943
1149,455,4816.0,256,410398
1150,662,7188.0,512,411060
1151,242,2276.0,256,411302
1152,192,1680.0,128,411494
1153,287,3064.0,256,411781
1154,346,3304.0,256,412127
1155,443,5508.0,512,412570
1156,489,6364.0,512,413059
1157,424,3468.0,256,413483
1158,479,6364.0,512,413962
1159,592,7384.0,512,414554
1160,352,3092.0,256,414906
1161,584,7136.0,512,415490
1162,454,5924.0,512,415944
1163,196,1772.0,128,416140
1164,538,6740.0,512,416678
1165,261,2872.0,256,416939
1166,540,5700.0,512,417479
1167,508,7028.0,512,417987
1168,163,1444.0,128,418150
1169,418,5324.0,512,418568
1170,468,5364.0,512,419036
1171,510,5452.0,512,419546
1172,251,3064.0,256,419797
1173,496,6260.0,512,420293
1174,320,3516.0,256,420613
1175,285,3204.0,256,420898
1176,321,3052.0,256,421219
1177,495,3984.0,256,421714
1178,673,6360.0,512,422387
1179,281,3016.0,256,422668
1180,335,3496.0,256,423003
1181,673,5360.0,512,423676
1182,235,2520.0,256,423911
1183,200,1644.0,128,424111
1184,826,7372.0,512,424937
1185,468,6564.0,512,425405
1186,288,3124.0,256,425693
1187,345,3388.0,256,426038
1188,128,1076.0,128,426166
1189,569,7064.0,512,426735
1190,632,6932.0,512,427367
1191,307,3208.0,256,427674
1192,308,2932.0,256,427982
1193,343,3092.0,256,428325
1194,286,2400.0,256,428611
1195,473,5364.0,512,429084
1196,701,6304.0,512,429785
1197,273,3060.0,256,430058
1198,240,1912.0,128,430298
1199,617,5212.0,512,430915
1200,320,2996.0,256,431235
1201,607,7080.0,512,431842
1202,441,5692.0,512,432283
1203,162,1280.0,128,432445
1204,150,1484.0,128,432595
1205,365,3708.0,256,432960
1206,371,3196.0,256,433331
1207,475,5344.0,512,433806
1208,337,3444.0,256,434143
1209,487,5308.0,512,434630
1210,434,5500.0,512,435064
1211,572,6480.0,512,435636
1212,585,6736.0,512,436221
1213,392,5040.0,512,436613
1214,325,3172.0,256,436938
1215,424,3024.0,256,437362
1216,786,7488.0,512,438148
1217,295,3000.0,256,438443
1218,330,3144.0,256,438773
1219,418,3248.0,256,439191
1220,573,6084.0,512,439764
1221,483,6792.0,512,440247
1222,380,5024.0,512,440627
1223,412,5408.0,512,441039
1224,420,5580.0,512,441459
1225,206,1336.0,128,441665
1226,1019,9308.0,512,442684
1227,198,1440.0,128,442882
1228,565,7100.0,512,443447
1229,524,6832.0,512,443971
1230,189,2284.0,256,444160
1231,407,5348.0,512,444567
1232,170,1348.0,128,444737
1233,349,3172.0,256,445086
1234,312,4032.0,256,445398
1235,598,6388.0,512,445996
1236,213,2428.0,256,446209
1237,224,2532.0,256,446433
1238,481,5320.0,512,446914
1239,256,2932.0,256,447170
1240,507,5900.0,512,447677
1241,701,7108.0,512,448378
1242,261,2908.0,256,448639
1243,576,6800.0,512,449215
1244,321,3308.0,256,449536
1245,246,2980.0,256,449782
1246,246,2072.0,128,450028
1247,446,5428.0,512,450474
1248,198,1580.0,128,450672
1249,720,10516.0,1024,451392
1250,270,3112.0,256,451662
1251,387,5392.0,512,452049
1252,114,676.0,64,452163
1253,317,2648.0,256,452480
1254,377,3360.0,256,452857
1255,495,6388.0,512,453352
1256,542,6464.0,512,453894
1257,624,3752.0,256,454518
1258,367,3084.0,256,454885
1259,406,5320.0,512,455291
1260,611,7044.0,512,455902
1261,566,5824.0,512,456468
1262,282,3164.0,256,456750
1263,544,6712.0,512,457294
1264,932,8732.0,512,458226
1265,735,7124.0,512,458961
1266,566,6936.0,512,459527
1267,244,1808.0,128,459771
1268,608,6196.0,512,460379
1269,171,1336.0,128,460550
1270,308,3168.0,256,460858
1271,200,1648.0,128,461058
1272,463,6424.0,512,461521
1273,297,3332.0,256,461818
1274,419,5344.0,512,462237
1275,508,6484.0,512,462745
1276,315,3172.0,256,463060
1277,321,3624.0,256,463381
1278,265,2880.0,256,463646
1279,449,5044.0,512,464095
1280,246,2752.0,256,464341
1281,498,6076.0,512,464839
1282,470,6724.0,512,465309
1283,521,7128.0,512,465830
1284,548,6136.0,512,466378
1285,399,4732.0,512,466777
1286,392,3664.0,256,467169
1287,316,2468.0,256,467485
1288,304,3140.0,256,467789
1289,326,3368.0,256,468115
1290,561,7440.0,512,468676
1291,397,5056.0,512,469073
1292,545,4984.0,512,469618
1293,440,5992.0,512,470058
1294,282,3052.0,256,470340
1295,277,3168.0,256,470617
1296,357,2692.0,256,470974
1297,638,9056.0,512,471612
1298,292,3360.0,256,471904
1299,359,3816.0,256,472263
1300,369,3828.0,256,472632
1301,210,2192.0,256,472842
1302,156,1448.0,128,472998
1303,387,3804.0,256,473385
1304,156,1428.0,128,473541
1305,336,2892.0,256,473877
1306,424,3780.0,256,474301
1307,523,6684.0,512,474824
1308,240,2624.0,256,475064
1309,315,3132.0,256,475379
1310,393,5568.0,512,475772
1311,517,4676.0,256,476289
1312,274,3088.0,256,476563
1313,501,5592.0,512,477064
1314,506,6268.0,512,477570
1315,271,3032.0,256,477841
1316,270,3056.0,256,478111
1317,500,6092.0,512,478611
1318,411,5292.0,512,479022
1319,560,7044.0,512,479582
1320,343,3424.0,256,479925
1321,430,5596.0,512,480355
1322,407,5436.0,512,480762
1323,416,5308.0,512,481178
1324,570,7236.0,512,481748
1325,497,4920.0,512,482245
1326,577,7152.0,512,482822
1327,327,3416.0,256,483149
1328,338,2908.0,256,483487
1329,225,1312.0,128,483712
1330,266,2448.0,256,483978
1331,284,3432.0,256,484262
1332,331,3824.0,256,484593
1333,382,4736.0,256,484975
1334,375,3324.0,256,485350
1335,502,6204.0,512,485852
1336,624,7320.0,512,486476
1337,455,5464.0,512,486931
1338,330,3088.0,256,487261
1339,301,3060.0,256,487562
1340,471,5344.0,512,488033
1341,332,3960.0,256,488365
1342,490,6124.0,512,488855
1343,599,7024.0,512,489454
1344,453,5296.0,512,489907
1345,189,1632.0,128,490096
1346,552,7080.0,512,490648
1347,457,6288.0,512,491105
1348,158,1324.0,128,491263
1349,285,3168.0,256,491548
1350,179,1632.0,128,491727
1351,545,7048.0,512,492272
1352,371,3348.0,256,492643
1353,151,1348.0,128,492794
1354,174,1500.0,128,492968
1355,317,3420.0,256,493285
1356,449,6332.0,512,493734
1357,220,2496.0,256,493954
1358,576,7072.0,512,494530
1359,151,1332.0,128,494681
1360,309,3152.0,256,494990
1361,262,2664.0,256,495252
1362,653,7072.0,512,495905
1363,355,3432.0,256,496260
1364,427,5188.0,512,496687
1365,211,1452.0,128,496898
1366,338,3100.0,256,497236
1367,256,3024.0,256,497492
1368,406,5268.0,512,497898
1369,519,7100.0,512,498417
1370,166,1552.0,128,498583
1371,295,3176.0,256,498878
1372,598,5628.0,512,499476
1373,336,3520.0,256,499812
1374,524,6212.0,512,500336
1375,286,3052.0,256,500622
1376,162,1544.0,128,500784
1377,289,3160.0,256,501073
1378,175,1060.0,128,501248
1379,314,4312.0,512,501562
1380,335,4912.0,512,501897
1381,390,3176.0,256,502287
1382,292,3164.0,256,502579
1383,449,3592.0,256,503028
1384,318,3256.0,256,503346
1385,443,5420.0,512,503789
1386,373,4060.0,256,504162
1387,983,10572.0,1024,505145
1388,255,2488.0,256,505400
1389,397,3872.0,256,505797
1390,370,4564.0,512,506167
1391,114,872.0,64,506281
1392,365,3816.0,256,506646
1393,303,3788.0,256,506949
1394,337,3628.0,256,507286
1395,327,2600.0,256,507613
1396,432,3248.0,256,508045
1397,421,6056.0,512,508466
1398,363,5276.0,512,508829
1399,274,3036.0,256,509103
1400,156,1352.0,128,509259
1401,714,6872.0,512,509973
1402,520,6512.0,512,510493
1403,830,10372.0,1024,511323
1404,438,5936.0,512,511761
1405,405,3792.0,256,512166
1406,415,5624.0,512,512581
1407,710,8124.0,512,513291
1408,271,3096.0,256,513562
1409,534,4816.0,256,514096
1410,379,4876.0,512,514475
1411,389,3088.0,256,514864
1412,566,5200.0,512,515430
1413,553,5256.0,512,515983
1414,262,3092.0,256,516245
1415,677,10524.0,1024,516922
1416,198,1768.0,128,517120
1417,583,5404.0,512,517703
1418,195,1772.0,128,517898
1419,709,6172.0,512,518607
1420,168,1416.0,128,518775
1421,484,6948.0,512,519259
1422,211,1488.0,128,519470
1423,576,7016.0,512,520046
1424,502,6564.0,512,520548
1425,658,6804.0,512,521206
1426,220,2324.0,256,521426
1427,401,4752.0,256,521827
1428,342,4136.0,256,522169
1429,363,3332.0,256,522532
1430,302,3904.0,256,522834
1431,222,1476.0,128,523056
1432,447,5956.0,512,523503
1433,254,2568.0,256,523757
1434,329,3080.0,256,524086
1435,348,3336.0,256,524434
1436,356,2548.0,256,524790
1437,636,7136.0,512,525426
1438,296,3648.0,256,525722
1439,462,6396.0,512,526184
1440,559,8560.0,512,526743
1441,420,3152.0,256,527163
1442,921,12180.0,1024,528084
1443,316,2336.0,256,528400
1444,538,5708.0,512,528938
1445,257,2824.0,256,529195
1446,624,7704.0,512,529819
1447,372,3120.0,256,530191
1448,377,3376.0,256,530568
1449,382,5276.0,512,530950
1450,706,7820.0,512,531656
1451,504,4664.0,512,532160
1452,361,5052.0,512,532521
1453,404,5428.0,512,532925
1454,526,6772.0,512,533451
1455,578,7120.0,512,534029
1456,281,3216.0,256,534310
1457,231,2732.0,256,534541
1458,287,3380.0,256,534828
1459,648,7108.0,512,535476
1460,555,7024.0,512,536031
1461,407,3240.0,256,536438
1462,386,5328.0,512,536824
1463,157,1392.0,128,536981
1464,439,5748.0,512,537420
1465,560,5732.0,512,537980
1466,182,1584.0,128,538162
1467,381,3884.0,256,538543
1468,548,5804.0,512,539091
1469,568,7024.0,512,539659
1470,175,1376.0,128,539834
1471,556,7280.0,512,540390
1472,564,6792.0,512,540954
1473,266,1336.0,128,541220
1474,650,9692.0,1024,541870
1475,479,6184.0,512,542349
1476,493,6280.0,512,542842
1477,434,6056.0,512,543276
1478,302,3128.0,256,543578
1479,388,3016.0,256,543966
1480,267,3124.0,256,544233
1481,317,3284.0,256,544550
1482,423,5532.0,512,544973
1483,385,5156.0,512,545358
1484,410,5376.0,512,545768
1485,383,4652.0,512,546151
1486,617,6508.0,512,546768
1487,631,7236.0,512,547399
1488,312,3032.0,256,547711
1489,321,3244.0,256,548032
1490,241,2420.0,256,548273
1491,380,5368.0,512,548653
1492,464,6288.0,512,549117
1493,316,4544.0,512,549433
1494,271,3168.0,256,549704
1495,252,2960.0,256,549956
1496,432,5624.0,512,550388
1497,456,5436.0,512,550844
1498,281,3084.0,256,551125
1499,442,5344.0,512,551567
1500,265,2944.0,256,551832
1501,454,5788.0,512,552286
1502,337,3884.0,256,552623
1503,144,1400.0,128,552767
1504,155,1456.0,128,552922
1505,431,3244.0,256,553353
1506,199,1356.0,128,553552
1507,189,760.0,64,553741
1508,289,3148.0,256,554030
1509,273,3036.0,256,554303
1510,348,3188.0,256,554651
1511,323,3188.0,256,554974
1512,452,4676.0,512,555426
1513,481,6356.0,512,555907
1514,353,3820.0,256,556260
1515,504,5128.0,512,556764
1516,354,4044.0,256,557118
1517,623,10504.0,1024,557741
1518,312,3352.0,256,558053
1519,519,6352.0,512,558572
1520,774,12048.0,1024,559346
1521,333,3276.0,256,559679
1522,172,1372.0,128,559851
1523,688,6964.0,512,560539
1524,693,7160.0,512,561232
1525,443,5916.0,512,561675
1526,200,2080.0,128,561875
1527,151,1396.0,128,562026
1528,603,6996.0,512,562629
1529,602,6836.0,512,563231
1530,510,7104.0,512,563741
1531,442,6388.0,512,564183
1532,327,3088.0,256,564510
1533,381,3600.0,256,564891
1534,294,3048.0,256,565185
1535,311,3632.0,256,565496
1536,341,3056.0,256,565837
1537,628,6336.0,512,566465
1538,285,3120.0,256,566750
1539,679,6656.0,512,567429
1540,594,7044.0,512,568023
1541,452,6112.0,512,568475
1542,483,6712.0,512,568958
1543,162,1420.0,128,569120
1544,337,3276.0,256,569457
1545,521,7280.0,512,569978
1546,500,6704.0,512,570478
1547,588,4800.0,256,571066
1548,172,1572.0,128,571238
1549,297,3180.0,256,571535
1550,435,3064.0,256,571970
1551,327,3408.0,256,572297
1552,523,6412.0,512,572820
1553,252,3040.0,256,573072
1554,295,3196.0,256,573367
1555,379,5008.0,512,573746
1556,664,5728.0,512,574410
1557,357,3104.0,256,574767
1558,409,5520.0,512,575176
1559,564,6932.0,512,575740
1560,586,7812.0,512,576326
1561,247,1184.0,128,576573
1562,271,3180.0,256,576844
1563,247,3056.0,256,577091
1564,612,7184.0,512,577703
1565,367,3132.0,256,578070
1566,340,3104.0,256,578410
1567,526,5088.0,512,578936
1568,555,5532.0,512,579491
1569,318,3188.0,256,579809
1570,490,3704.0,256,580299
1571,461,6316.0,512,580760
1572,636,8208.0,512,581396
1573,429,5400.0,512,581825
1574,345,3312.0,256,582170
1575,306,3380.0,256,582476
1576,327,3184.0,256,582803
1577,483,6292.0,512,583286
1578,616,7288.0,512,583902
1579,250,2740.0,256,584152
1580,413,5360.0,512,584565
1581,290,3136.0,256,584855
1582,570,6716.0,512,585425
1583,221,1480.0,128,585646
1584,431,5576.0,512,586077
1585,938,7604.0,512,587015
1586,195,1456.0,128,587210
1587,557,6772.0,512,587767
1588,575,7084.0,512,588342
1589,329,3508.0,256,588671
1590,336,3448.0,256,589007
1591,284,3320.0,256,589291
1592,403,6012.0,512,589694
1593,254,3068.0,256,589948
1594,290,3144.0,256,590238
1595,443,5092.0,256,590681
1596,460,6368.0,512,591141
1597,526,6688.0,512,591667
1598,689,9396.0,512,592356
1599,538,6856.0,512,592894
1600,269,3060.0,256,593163
1601,338,3500.0,256,593501
1602,660,7008.0,512,594161
1603,411,3824.0,256,594572
1604,577,7192.0,512,595149
1605,175,884.0,64,595324
1606,406,5140.0,512,595730
1607,405,4524.0,256,596135
1608,321,4068.0,256,596456
1609,390,1608.0,128,596846
1610,170,1292.0,128,597016
1611,269,3152.0,256,597285
1612,552,5436.0,512,597837
1613,442,6152.0,512,598279
1614,492,4812.0,256,598771
1615,468,5756.0,512,599239
1616,600,5832.0,512,599839
1617,521,6732.0,512,600360
1618,344,3144.0,256,600704
1619,359,4460.0,512,601063
1620,556,7024.0,512,601619
1621,252,2980.0,256,601871
1622,415,5628.0,512,602286
1623,224,2544.0,256,602510
1624,365,5008.0,512,602875
1625,455,5112.0,512,603330
1626,645,10492.0,1024,603975
1627,483,6076.0,512,604458
1628,308,3660.0,256,604766
1629,504,3996.0,256,605270
1630,341,3320.0,256,605611
1631,443,5692.0,512,606054
1632,415,5628.0,512,606469
1633,531,6960.0,512,607000
1634,417,4340.0,256,607417
1635,194,1500.0,128,607611
1636,466,6304.0,512,608077
1637,445,5468.0,512,608522
1638,498,6872.0,512,609020
1639,400,5492.0,512,609420
1640,286,2696.0,256,609706
1641,165,1492.0,128,609871
1642,278,1372.0,128,610149
1643,192,1644.0,128,610341
1644,448,6300.0,512,610789
1645,480,4584.0,256,611269
1646,517,6408.0,512,611786
1647,188,1384.0,128,611974
1648,145,1316.0,128,612119
1649,511,6508.0,512,612630
1650,441,5820.0,512,613071
1651,270,2888.0,256,613341
1652,837,10544.0,1024,614178
1653,671,8656.0,512,614849
1654,1033,11704.0,1024,615882
1655,580,6100.0,512,616462
1656,651,6944.0,512,617113
1657,471,6124.0,512,617584
1658,328,1852.0,128,617912
1659,195,2024.0,128,618107
1660,881,7984.0,512,618988
1661,466,6344.0,512,619454
1662,415,3112.0,256,619869
1663,162,1452.0,128,620031
1664,309,3392.0,256,620340
1665,398,5016.0,512,620738
1666,397,5144.0,512,621135
1667,283,2532.0,256,621418
1668,256,2980.0,256,621674
1669,367,3516.0,256,622041
1670,653,6448.0,512,622694
1671,356,3140.0,256,623050
1672,320,3048.0,256,623370
1673,458,6324.0,512,623828
1674,508,6748.0,512,624336
1675,330,3176.0,256,624666
1676,362,4580.0,512,625028
1677,390,4800.0,256,625418
1678,443,5208.0,512,625861
1679,256,3072.0,256,626117
1680,456,4400.0,256,626573
1681,281,3024.0,256,626854
1682,292,3072.0,256,627146
1683,691,10484.0,1024,627837
1684,300,3256.0,256,628137
1685,555,4900.0,256,628692
1686,594,7116.0,512,629286
1687,479,5376.0,512,629765
1688,371,5136.0,512,630136
1689,402,5412.0,512,630538
1690,363,3820.0,256,630901
1691,368,3344.0,256,631269
1692,202,2284.0,256,631471
1693,579,6096.0,512,632050
1694,367,2076.0,128,632417
1695,558,5440.0,512,632975
1696,550,6556.0,512,633525
1697,519,6500.0,512,634044
1698,259,3056.0,256,634303
1699,358,3032.0,256,634661
1700,339,3100.0,256,635000
1701,454,5524.0,512,635454
1702,528,6412.0,512,635982
1703,564,7468.0,512,636546
1704,242,2212.0,128,636788
1705,567,6492.0,512,637355
1706,341,3724.0,256,637696
1707,498,7136.0,512,638194
1708,301,3384.0,256,638495
1709,517,7040.0,512,639012
1710,633,8528.0,512,639645
1711,547,7244.0,512,640192
1712,263,1908.0,128,640455
1713,596,6412.0,512,641051
1714,540,6912.0,512,641591
1715,368,2780.0,256,641959
1716,385,3340.0,256,642344
